"REF_DATE","GEO","DGUID","Age group","Sex","Severity of disability","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Ontario","2016A000235","Total, 15 years and over","Total, both sexes","Mild ","Percentage of persons","Percent","239","units ","0","v1035318829","8.1.1.2.2","35.5","","","","1"
"2017","Ontario","2016A000235","Total, 15 years and over","Total, both sexes","Moderate ","Number of persons","Number","223","units ","0","v1035318830","8.1.1.3.1","503850","","","","0"
"2017","Ontario","2016A000235","Total, 15 years and over","Total, both sexes","Moderate ","Percentage of persons","Percent","239","units ","0","v1035318831","8.1.1.3.2","19.3","","","","1"
"2017","Ontario","2016A000235","Total, 15 years and over","Total, both sexes","Severe ","Number of persons","Number","223","units ","0","v1035318832","8.1.1.4.1","568800","","","","0"
"2017","Ontario","2016A000235","Total, 15 years and over","Total, both sexes","Severe ","Percentage of persons","Percent","239","units ","0","v1035318833","8.1.1.4.2","21.7","","","","1"
"2017","Ontario","2016A000235","Total, 15 years and over","Total, both sexes","Very severe ","Number of persons","Number","223","units ","0","v1035318834","8.1.1.5.1","614730","","","","0"
"2017","Ontario","2016A000235","Total, 15 years and over","Total, both sexes","Very severe ","Percentage of persons","Percent","239","units ","0","v1035318835","8.1.1.5.2","23.5","","","","1"
"2017","Ontario","2016A000235","Total, 15 years and over","Male","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035318836","8.1.2.1.1","1156760","","","","0"
"2017","Ontario","2016A000235","Total, 15 years and over","Male","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035318837","8.1.2.1.2","100.0","","","","1"
"2017","Ontario","2016A000235","Total, 15 years and over","Male","Mild ","Number of persons","Number","223","units ","0","v1035318838","8.1.2.2.1","445210","","","","0"
"2017","Ontario","2016A000235","Total, 15 years and over","Male","Mild ","Percentage of persons","Percent","239","units ","0","v1035318839","8.1.2.2.2","38.5","","","","1"
"2017","Ontario","2016A000235","Total, 15 years and over","Male","Moderate ","Number of persons","Number","223","units ","0","v1035318840","8.1.2.3.1","237890","","","","0"
"2017","Ontario","2016A000235","Total, 15 years and over","Male","Moderate ","Percentage of persons","Percent","239","units ","0","v1035318841","8.1.2.3.2","20.6","","","","1"
"2017","Ontario","2016A000235","Total, 15 years and over","Male","Severe ","Number of persons","Number","223","units ","0","v1035318842","8.1.2.4.1","225990","","","","0"
"2017","Ontario","2016A000235","Total, 15 years and over","Male","Severe ","Percentage of persons","Percent","239","units ","0","v1035318843","8.1.2.4.2","19.5","","","","1"
"2017","Ontario","2016A000235","Total, 15 years and over","Male","Very severe ","Number of persons","Number","223","units ","0","v1035318844","8.1.2.5.1","247660","","","","0"
"2017","Ontario","2016A000235","Total, 15 years and over","Male","Very severe ","Percentage of persons","Percent","239","units ","0","v1035318845","8.1.2.5.2","21.4","","","","1"
"2017","Ontario","2016A000235","Total, 15 years and over","Female","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035318846","8.1.3.1.1","1459410","","","","0"
"2017","Ontario","2016A000235","Total, 15 years and over","Female","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035318847","8.1.3.1.2","100.0","","","","1"
"2017","Ontario","2016A000235","Total, 15 years and over","Female","Mild ","Number of persons","Number","223","units ","0","v1035318848","8.1.3.2.1","483580","","","","0"
"2017","Ontario","2016A000235","Total, 15 years and over","Female","Mild ","Percentage of persons","Percent","239","units ","0","v1035318849","8.1.3.2.2","33.1","","","","1"
"2017","Ontario","2016A000235","Total, 15 years and over","Female","Moderate ","Number of persons","Number","223","units ","0","v1035318850","8.1.3.3.1","265960","","","","0"
"2017","Ontario","2016A000235","Total, 15 years and over","Female","Moderate ","Percentage of persons","Percent","239","units ","0","v1035318851","8.1.3.3.2","18.2","","","","1"
"2017","Ontario","2016A000235","Total, 15 years and over","Female","Severe ","Number of persons","Number","223","units ","0","v1035318852","8.1.3.4.1","342800","","","","0"
"2017","Ontario","2016A000235","Total, 15 years and over","Female","Severe ","Percentage of persons","Percent","239","units ","0","v1035318853","8.1.3.4.2","23.5","","","","1"
"2017","Ontario","2016A000235","Total, 15 years and over","Female","Very severe ","Number of persons","Number","223","units ","0","v1035318854","8.1.3.5.1","367070","","","","0"
"2017","Ontario","2016A000235","Total, 15 years and over","Female","Very severe ","Percentage of persons","Percent","239","units ","0","v1035318855","8.1.3.5.2","25.2","","","","1"
"2017","Ontario","2016A000235","15 to 64 years","Total, both sexes","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035318856","8.2.1.1.1","1745810","","","","0"
"2017","Ontario","2016A000235","15 to 64 years","Total, both sexes","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035318857","8.2.1.1.2","100.0","","","","1"
"2017","Ontario","2016A000235","15 to 64 years","Total, both sexes","Mild ","Number of persons","Number","223","units ","0","v1035318858","8.2.1.2.1","700660","","","","0"
"2017","Ontario","2016A000235","15 to 64 years","Total, both sexes","Mild ","Percentage of persons","Percent","239","units ","0","v1035318859","8.2.1.2.2","40.1","","","","1"
"2017","Ontario","2016A000235","15 to 64 years","Total, both sexes","Moderate ","Number of persons","Number","223","units ","0","v1035318860","8.2.1.3.1","321810","","","","0"
"2017","Ontario","2016A000235","15 to 64 years","Total, both sexes","Moderate ","Percentage of persons","Percent","239","units ","0","v1035318861","8.2.1.3.2","18.4","","","","1"
"2017","Ontario","2016A000235","15 to 64 years","Total, both sexes","Severe ","Number of persons","Number","223","units ","0","v1035318862","8.2.1.4.1","350770","","","","0"
"2017","Ontario","2016A000235","15 to 64 years","Total, both sexes","Severe ","Percentage of persons","Percent","239","units ","0","v1035318863","8.2.1.4.2","20.1","","","","1"
"2017","Ontario","2016A000235","15 to 64 years","Total, both sexes","Very severe ","Number of persons","Number","223","units ","0","v1035318864","8.2.1.5.1","372570","","","","0"
"2017","Ontario","2016A000235","15 to 64 years","Total, both sexes","Very severe ","Percentage of persons","Percent","239","units ","0","v1035318865","8.2.1.5.2","21.3","","","","1"
"2017","Ontario","2016A000235","15 to 64 years","Male","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035318866","8.2.2.1.1","783320","","","","0"
"2017","Ontario","2016A000235","15 to 64 years","Male","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035318867","8.2.2.1.2","100.0","","","","1"
"2017","Ontario","2016A000235","15 to 64 years","Male","Mild ","Number of persons","Number","223","units ","0","v1035318868","8.2.2.2.1","328140","","","","0"
"2017","Ontario","2016A000235","15 to 64 years","Male","Mild ","Percentage of persons","Percent","239","units ","0","v1035318869","8.2.2.2.2","41.9","","","","1"
"2017","Ontario","2016A000235","15 to 64 years","Male","Moderate ","Number of persons","Number","223","units ","0","v1035318870","8.2.2.3.1","154320","","","","0"
"2017","Ontario","2016A000235","15 to 64 years","Male","Moderate ","Percentage of persons","Percent","239","units ","0","v1035318871","8.2.2.3.2","19.7","","","","1"
"2017","Ontario","2016A000235","15 to 64 years","Male","Severe ","Number of persons","Number","223","units ","0","v1035318872","8.2.2.4.1","137980","","","","0"
"2017","Ontario","2016A000235","15 to 64 years","Male","Severe ","Percentage of persons","Percent","239","units ","0","v1035318873","8.2.2.4.2","17.6","","","","1"
"2017","Ontario","2016A000235","15 to 64 years","Male","Very severe ","Number of persons","Number","223","units ","0","v1035318874","8.2.2.5.1","162880","","","","0"
"2017","Ontario","2016A000235","15 to 64 years","Male","Very severe ","Percentage of persons","Percent","239","units ","0","v1035318875","8.2.2.5.2","20.8","","","","1"
"2017","Ontario","2016A000235","15 to 64 years","Female","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035318876","8.2.3.1.1","962480","","","","0"
"2017","Ontario","2016A000235","15 to 64 years","Female","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035318877","8.2.3.1.2","100.0","","","","1"
"2017","Ontario","2016A000235","15 to 64 years","Female","Mild ","Number of persons","Number","223","units ","0","v1035318878","8.2.3.2.1","372520","","","","0"
"2017","Ontario","2016A000235","15 to 64 years","Female","Mild ","Percentage of persons","Percent","239","units ","0","v1035318879","8.2.3.2.2","38.7","","","","1"
"2017","Ontario","2016A000235","15 to 64 years","Female","Moderate ","Number of persons","Number","223","units ","0","v1035318880","8.2.3.3.1","167490","","","","0"
"2017","Ontario","2016A000235","15 to 64 years","Female","Moderate ","Percentage of persons","Percent","239","units ","0","v1035318881","8.2.3.3.2","17.4","","","","1"
"2017","Ontario","2016A000235","15 to 64 years","Female","Severe ","Number of persons","Number","223","units ","0","v1035318882","8.2.3.4.1","212790","","","","0"
"2017","Ontario","2016A000235","15 to 64 years","Female","Severe ","Percentage of persons","Percent","239","units ","0","v1035318883","8.2.3.4.2","22.1","","","","1"
"2017","Ontario","2016A000235","15 to 64 years","Female","Very severe ","Number of persons","Number","223","units ","0","v1035318884","8.2.3.5.1","209690","","","","0"
"2017","Ontario","2016A000235","15 to 64 years","Female","Very severe ","Percentage of persons","Percent","239","units ","0","v1035318885","8.2.3.5.2","21.8","","","","1"
"2017","Ontario","2016A000235","15 to 24 years","Total, both sexes","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035318886","8.3.1.1.1","228180","","","","0"
"2017","Ontario","2016A000235","15 to 24 years","Total, both sexes","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035318887","8.3.1.1.2","100.0","","","","1"
"2017","Ontario","2016A000235","15 to 24 years","Total, both sexes","Mild ","Number of persons","Number","223","units ","0","v1035318888","8.3.1.2.1","108210","","","","0"
"2017","Ontario","2016A000235","15 to 24 years","Total, both sexes","Mild ","Percentage of persons","Percent","239","units ","0","v1035318889","8.3.1.2.2","47.4","","","","1"
"2017","Ontario","2016A000235","15 to 24 years","Total, both sexes","Moderate ","Number of persons","Number","223","units ","0","v1035318890","8.3.1.3.1","49590","","","","0"
"2017","Ontario","2016A000235","15 to 24 years","Total, both sexes","Moderate ","Percentage of persons","Percent","239","units ","0","v1035318891","8.3.1.3.2","21.7","","","","1"
"2017","Ontario","2016A000235","15 to 24 years","Total, both sexes","Severe ","Number of persons","Number","223","units ","0","v1035318892","8.3.1.4.1","40340","","","","0"
"2017","Ontario","2016A000235","15 to 24 years","Total, both sexes","Severe ","Percentage of persons","Percent","239","units ","0","v1035318893","8.3.1.4.2","17.7","","","","1"
"2017","Ontario","2016A000235","15 to 24 years","Total, both sexes","Very severe ","Number of persons","Number","223","units ","0","v1035318894","8.3.1.5.1","30040","","","","0"
"2017","Ontario","2016A000235","15 to 24 years","Total, both sexes","Very severe ","Percentage of persons","Percent","239","units ","0","v1035318895","8.3.1.5.2","13.2","","","","1"
"2017","Ontario","2016A000235","15 to 24 years","Male","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035318896","8.3.2.1.1","93030","","","","0"
"2017","Ontario","2016A000235","15 to 24 years","Male","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035318897","8.3.2.1.2","100.0","","","","1"
"2017","Ontario","2016A000235","15 to 24 years","Male","Mild ","Number of persons","Number","223","units ","0","v1035318898","8.3.2.2.1","37100","","","","0"
"2017","Ontario","2016A000235","15 to 24 years","Male","Mild ","Percentage of persons","Percent","239","units ","0","v1035318899","8.3.2.2.2","39.9","","","","1"
"2017","Ontario","2016A000235","15 to 24 years","Male","Moderate ","Number of persons","Number","223","units ","0","v1035318900","8.3.2.3.1","20770","E","","","0"
"2017","Ontario","2016A000235","15 to 24 years","Male","Moderate ","Percentage of persons","Percent","239","units ","0","v1035318901","8.3.2.3.2","22.3","","","","1"
"2017","Ontario","2016A000235","15 to 24 years","Male","Severe ","Number of persons","Number","223","units ","0","v1035318902","8.3.2.4.1","21070","","","","0"
"2017","Ontario","2016A000235","15 to 24 years","Male","Severe ","Percentage of persons","Percent","239","units ","0","v1035318903","8.3.2.4.2","22.6","","","","1"
"2017","Ontario","2016A000235","15 to 24 years","Male","Very severe ","Number of persons","Number","223","units ","0","v1035318904","8.3.2.5.1","14100","","","","0"
"2017","Ontario","2016A000235","15 to 24 years","Male","Very severe ","Percentage of persons","Percent","239","units ","0","v1035318905","8.3.2.5.2","15.2","","","","1"
"2017","Ontario","2016A000235","15 to 24 years","Female","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035318906","8.3.3.1.1","135140","","","","0"
"2017","Ontario","2016A000235","15 to 24 years","Female","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035318907","8.3.3.1.2","100.0","","","","1"
"2017","Ontario","2016A000235","15 to 24 years","Female","Mild ","Number of persons","Number","223","units ","0","v1035318908","8.3.3.2.1","71110","","","","0"
"2017","Ontario","2016A000235","15 to 24 years","Female","Mild ","Percentage of persons","Percent","239","units ","0","v1035318909","8.3.3.2.2","52.6","","","","1"
"2017","Ontario","2016A000235","15 to 24 years","Female","Moderate ","Number of persons","Number","223","units ","0","v1035318910","8.3.3.3.1","28820","","","","0"
"2017","Ontario","2016A000235","15 to 24 years","Female","Moderate ","Percentage of persons","Percent","239","units ","0","v1035318911","8.3.3.3.2","21.3","","","","1"
"2017","Ontario","2016A000235","15 to 24 years","Female","Severe ","Number of persons","Number","223","units ","0","v1035318912","8.3.3.4.1","19270","E","","","0"
"2017","Ontario","2016A000235","15 to 24 years","Female","Severe ","Percentage of persons","Percent","239","units ","0","v1035318913","8.3.3.4.2","14.3","","","","1"
"2017","Ontario","2016A000235","15 to 24 years","Female","Very severe ","Number of persons","Number","223","units ","0","v1035318914","8.3.3.5.1","15940","E","","","0"
"2017","Ontario","2016A000235","15 to 24 years","Female","Very severe ","Percentage of persons","Percent","239","units ","0","v1035318915","8.3.3.5.2","11.8","E","","","1"
"2017","Ontario","2016A000235","25 to 44 years","Total, both sexes","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035318916","8.4.1.1.1","532870","","","","0"
"2017","Ontario","2016A000235","25 to 44 years","Total, both sexes","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035318917","8.4.1.1.2","100.0","","","","1"
"2017","Ontario","2016A000235","25 to 44 years","Total, both sexes","Mild ","Number of persons","Number","223","units ","0","v1035318918","8.4.1.2.1","250110","","","","0"
"2017","Ontario","2016A000235","25 to 44 years","Total, both sexes","Mild ","Percentage of persons","Percent","239","units ","0","v1035318919","8.4.1.2.2","46.9","","","","1"
"2017","Ontario","2016A000235","25 to 44 years","Total, both sexes","Moderate ","Number of persons","Number","223","units ","0","v1035318920","8.4.1.3.1","102260","","","","0"
"2017","Ontario","2016A000235","25 to 44 years","Total, both sexes","Moderate ","Percentage of persons","Percent","239","units ","0","v1035318921","8.4.1.3.2","19.2","","","","1"
"2017","Ontario","2016A000235","25 to 44 years","Total, both sexes","Severe ","Number of persons","Number","223","units ","0","v1035318922","8.4.1.4.1","107980","","","","0"
"2017","Ontario","2016A000235","25 to 44 years","Total, both sexes","Severe ","Percentage of persons","Percent","239","units ","0","v1035318923","8.4.1.4.2","20.3","","","","1"
"2017","Ontario","2016A000235","25 to 44 years","Total, both sexes","Very severe ","Number of persons","Number","223","units ","0","v1035318924","8.4.1.5.1","72510","","","","0"
"2017","Ontario","2016A000235","25 to 44 years","Total, both sexes","Very severe ","Percentage of persons","Percent","239","units ","0","v1035318925","8.4.1.5.2","13.6","","","","1"
"2017","Ontario","2016A000235","25 to 44 years","Male","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035318926","8.4.2.1.1","219540","","","","0"
"2017","Ontario","2016A000235","25 to 44 years","Male","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035318927","8.4.2.1.2","100.0","","","","1"
"2017","Ontario","2016A000235","25 to 44 years","Male","Mild ","Number of persons","Number","223","units ","0","v1035318928","8.4.2.2.1","98490","","","","0"
"2017","Ontario","2016A000235","25 to 44 years","Male","Mild ","Percentage of persons","Percent","239","units ","0","v1035318929","8.4.2.2.2","44.9","","","","1"
"2017","Ontario","2016A000235","25 to 44 years","Male","Moderate ","Number of persons","Number","223","units ","0","v1035318930","8.4.2.3.1","51730","","","","0"
"2017","Ontario","2016A000235","25 to 44 years","Male","Moderate ","Percentage of persons","Percent","239","units ","0","v1035318931","8.4.2.3.2","23.6","","","","1"
"2017","Ontario","2016A000235","25 to 44 years","Male","Severe ","Number of persons","Number","223","units ","0","v1035318932","8.4.2.4.1","41060","","","","0"
"2017","Ontario","2016A000235","25 to 44 years","Male","Severe ","Percentage of persons","Percent","239","units ","0","v1035318933","8.4.2.4.2","18.7","","","","1"
"2017","Ontario","2016A000235","25 to 44 years","Male","Very severe ","Number of persons","Number","223","units ","0","v1035318934","8.4.2.5.1","28260","","","","0"
"2017","Ontario","2016A000235","25 to 44 years","Male","Very severe ","Percentage of persons","Percent","239","units ","0","v1035318935","8.4.2.5.2","12.9","","","","1"
"2017","Ontario","2016A000235","25 to 44 years","Female","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035318936","8.4.3.1.1","313340","","","","0"
"2017","Ontario","2016A000235","25 to 44 years","Female","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035318937","8.4.3.1.2","100.0","","","","1"
"2017","Ontario","2016A000235","25 to 44 years","Female","Mild ","Number of persons","Number","223","units ","0","v1035318938","8.4.3.2.1","151630","","","","0"
"2017","Ontario","2016A000235","25 to 44 years","Female","Mild ","Percentage of persons","Percent","239","units ","0","v1035318939","8.4.3.2.2","48.4","","","","1"
"2017","Ontario","2016A000235","25 to 44 years","Female","Moderate ","Number of persons","Number","223","units ","0","v1035318940","8.4.3.3.1","50540","","","","0"
"2017","Ontario","2016A000235","25 to 44 years","Female","Moderate ","Percentage of persons","Percent","239","units ","0","v1035318941","8.4.3.3.2","16.1","","","","1"
"2017","Ontario","2016A000235","25 to 44 years","Female","Severe ","Number of persons","Number","223","units ","0","v1035318942","8.4.3.4.1","66920","","","","0"
"2017","Ontario","2016A000235","25 to 44 years","Female","Severe ","Percentage of persons","Percent","239","units ","0","v1035318943","8.4.3.4.2","21.4","","","","1"
"2017","Ontario","2016A000235","25 to 44 years","Female","Very severe ","Number of persons","Number","223","units ","0","v1035318944","8.4.3.5.1","44250","","","","0"
"2017","Ontario","2016A000235","25 to 44 years","Female","Very severe ","Percentage of persons","Percent","239","units ","0","v1035318945","8.4.3.5.2","14.1","","","","1"
"2017","Ontario","2016A000235","45 to 64 years","Total, both sexes","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035318946","8.5.1.1.1","984760","","","","0"
"2017","Ontario","2016A000235","45 to 64 years","Total, both sexes","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035318947","8.5.1.1.2","100.0","","","","1"
"2017","Ontario","2016A000235","45 to 64 years","Total, both sexes","Mild ","Number of persons","Number","223","units ","0","v1035318948","8.5.1.2.1","342340","","","","0"
"2017","Ontario","2016A000235","45 to 64 years","Total, both sexes","Mild ","Percentage of persons","Percent","239","units ","0","v1035318949","8.5.1.2.2","34.8","","","","1"
"2017","Ontario","2016A000235","45 to 64 years","Total, both sexes","Moderate ","Number of persons","Number","223","units ","0","v1035318950","8.5.1.3.1","169960","","","","0"
"2017","Ontario","2016A000235","45 to 64 years","Total, both sexes","Moderate ","Percentage of persons","Percent","239","units ","0","v1035318951","8.5.1.3.2","17.3","","","","1"
"2017","Ontario","2016A000235","45 to 64 years","Total, both sexes","Severe ","Number of persons","Number","223","units ","0","v1035318952","8.5.1.4.1","202440","","","","0"
"2017","Ontario","2016A000235","45 to 64 years","Total, both sexes","Severe ","Percentage of persons","Percent","239","units ","0","v1035318953","8.5.1.4.2","20.6","","","","1"
"2017","Ontario","2016A000235","45 to 64 years","Total, both sexes","Very severe ","Number of persons","Number","223","units ","0","v1035318954","8.5.1.5.1","270020","","","","0"
"2017","Ontario","2016A000235","45 to 64 years","Total, both sexes","Very severe ","Percentage of persons","Percent","239","units ","0","v1035318955","8.5.1.5.2","27.4","","","","1"
"2017","Ontario","2016A000235","45 to 64 years","Male","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035318956","8.5.2.1.1","470750","","","","0"
"2017","Ontario","2016A000235","45 to 64 years","Male","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035318957","8.5.2.1.2","100.0","","","","1"
"2017","Ontario","2016A000235","45 to 64 years","Male","Mild ","Number of persons","Number","223","units ","0","v1035318958","8.5.2.2.1","192560","","","","0"
"2017","Ontario","2016A000235","45 to 64 years","Male","Mild ","Percentage of persons","Percent","239","units ","0","v1035318959","8.5.2.2.2","40.9","","","","1"
"2017","Ontario","2016A000235","45 to 64 years","Male","Moderate ","Number of persons","Number","223","units ","0","v1035318960","8.5.2.3.1","81820","","","","0"
"2017","Ontario","2016A000235","45 to 64 years","Male","Moderate ","Percentage of persons","Percent","239","units ","0","v1035318961","8.5.2.3.2","17.4","","","","1"
"2017","Ontario","2016A000235","45 to 64 years","Male","Severe ","Number of persons","Number","223","units ","0","v1035318962","8.5.2.4.1","75850","","","","0"
"2017","Ontario","2016A000235","45 to 64 years","Male","Severe ","Percentage of persons","Percent","239","units ","0","v1035318963","8.5.2.4.2","16.1","","","","1"
"2017","Ontario","2016A000235","45 to 64 years","Male","Very severe ","Number of persons","Number","223","units ","0","v1035318964","8.5.2.5.1","120520","","","","0"
"2017","Ontario","2016A000235","45 to 64 years","Male","Very severe ","Percentage of persons","Percent","239","units ","0","v1035318965","8.5.2.5.2","25.6","","","","1"
"2017","Ontario","2016A000235","45 to 64 years","Female","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035318966","8.5.3.1.1","514000","","","","0"
"2017","Ontario","2016A000235","45 to 64 years","Female","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035318967","8.5.3.1.2","100.0","","","","1"
"2017","Ontario","2016A000235","45 to 64 years","Female","Mild ","Number of persons","Number","223","units ","0","v1035318968","8.5.3.2.1","149780","","","","0"
"2017","Ontario","2016A000235","45 to 64 years","Female","Mild ","Percentage of persons","Percent","239","units ","0","v1035318969","8.5.3.2.2","29.1","","","","1"
"2017","Ontario","2016A000235","45 to 64 years","Female","Moderate ","Number of persons","Number","223","units ","0","v1035318970","8.5.3.3.1","88140","","","","0"
"2017","Ontario","2016A000235","45 to 64 years","Female","Moderate ","Percentage of persons","Percent","239","units ","0","v1035318971","8.5.3.3.2","17.1","","","","1"
"2017","Ontario","2016A000235","45 to 64 years","Female","Severe ","Number of persons","Number","223","units ","0","v1035318972","8.5.3.4.1","126590","","","","0"
"2017","Ontario","2016A000235","45 to 64 years","Female","Severe ","Percentage of persons","Percent","239","units ","0","v1035318973","8.5.3.4.2","24.6","","","","1"
"2017","Ontario","2016A000235","45 to 64 years","Female","Very severe ","Number of persons","Number","223","units ","0","v1035318974","8.5.3.5.1","149490","","","","0"
"2017","Ontario","2016A000235","45 to 64 years","Female","Very severe ","Percentage of persons","Percent","239","units ","0","v1035318975","8.5.3.5.2","29.1","","","","1"
"2017","Ontario","2016A000235","65 years and over","Total, both sexes","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035318976","8.6.1.1.1","870360","","","","0"
"2017","Ontario","2016A000235","65 years and over","Total, both sexes","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035318977","8.6.1.1.2","100.0","","","","1"
"2017","Ontario","2016A000235","65 years and over","Total, both sexes","Mild ","Number of persons","Number","223","units ","0","v1035318978","8.6.1.2.1","228130","","","","0"
"2017","Ontario","2016A000235","65 years and over","Total, both sexes","Mild ","Percentage of persons","Percent","239","units ","0","v1035318979","8.6.1.2.2","26.2","","","","1"
"2017","Ontario","2016A000235","65 years and over","Total, both sexes","Moderate ","Number of persons","Number","223","units ","0","v1035318980","8.6.1.3.1","182050","","","","0"
"2017","Ontario","2016A000235","65 years and over","Total, both sexes","Moderate ","Percentage of persons","Percent","239","units ","0","v1035318981","8.6.1.3.2","20.9","","","","1"
"2017","Ontario","2016A000235","65 years and over","Total, both sexes","Severe ","Number of persons","Number","223","units ","0","v1035318982","8.6.1.4.1","218030","","","","0"
"2017","Ontario","2016A000235","65 years and over","Total, both sexes","Severe ","Percentage of persons","Percent","239","units ","0","v1035318983","8.6.1.4.2","25.1","","","","1"
"2017","Ontario","2016A000235","65 years and over","Total, both sexes","Very severe ","Number of persons","Number","223","units ","0","v1035318984","8.6.1.5.1","242160","","","","0"
"2017","Ontario","2016A000235","65 years and over","Total, both sexes","Very severe ","Percentage of persons","Percent","239","units ","0","v1035318985","8.6.1.5.2","27.8","","","","1"
"2017","Ontario","2016A000235","65 years and over","Male","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035318986","8.6.2.1.1","373430","","","","0"
"2017","Ontario","2016A000235","65 years and over","Male","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035318987","8.6.2.1.2","100.0","","","","1"
"2017","Ontario","2016A000235","65 years and over","Male","Mild ","Number of persons","Number","223","units ","0","v1035318988","8.6.2.2.1","117070","","","","0"
"2017","Ontario","2016A000235","65 years and over","Male","Mild ","Percentage of persons","Percent","239","units ","0","v1035318989","8.6.2.2.2","31.3","","","","1"
"2017","Ontario","2016A000235","65 years and over","Male","Moderate ","Number of persons","Number","223","units ","0","v1035318990","8.6.2.3.1","83570","","","","0"
"2017","Ontario","2016A000235","65 years and over","Male","Moderate ","Percentage of persons","Percent","239","units ","0","v1035318991","8.6.2.3.2","22.4","","","","1"
"2017","Ontario","2016A000235","65 years and over","Male","Severe ","Number of persons","Number","223","units ","0","v1035318992","8.6.2.4.1","88010","","","","0"
"2017","Ontario","2016A000235","65 years and over","Male","Severe ","Percentage of persons","Percent","239","units ","0","v1035318993","8.6.2.4.2","23.6","","","","1"
"2017","Ontario","2016A000235","65 years and over","Male","Very severe ","Number of persons","Number","223","units ","0","v1035318994","8.6.2.5.1","84780","","","","0"
"2017","Ontario","2016A000235","65 years and over","Male","Very severe ","Percentage of persons","Percent","239","units ","0","v1035318995","8.6.2.5.2","22.7","","","","1"
"2017","Ontario","2016A000235","65 years and over","Female","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035318996","8.6.3.1.1","496930","","","","0"
"2017","Ontario","2016A000235","65 years and over","Female","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035318997","8.6.3.1.2","100.0","","","","1"
"2017","Ontario","2016A000235","65 years and over","Female","Mild ","Number of persons","Number","223","units ","0","v1035318998","8.6.3.2.1","111060","","","","0"
"2017","Ontario","2016A000235","65 years and over","Female","Mild ","Percentage of persons","Percent","239","units ","0","v1035318999","8.6.3.2.2","22.3","","","","1"
"2017","Ontario","2016A000235","65 years and over","Female","Moderate ","Number of persons","Number","223","units ","0","v1035319000","8.6.3.3.1","98470","","","","0"
"2017","Ontario","2016A000235","65 years and over","Female","Moderate ","Percentage of persons","Percent","239","units ","0","v1035319001","8.6.3.3.2","19.8","","","","1"
"2017","Ontario","2016A000235","65 years and over","Female","Severe ","Number of persons","Number","223","units ","0","v1035319002","8.6.3.4.1","130020","","","","0"
"2017","Ontario","2016A000235","65 years and over","Female","Severe ","Percentage of persons","Percent","239","units ","0","v1035319003","8.6.3.4.2","26.2","","","","1"
"2017","Ontario","2016A000235","65 years and over","Female","Very severe ","Number of persons","Number","223","units ","0","v1035319004","8.6.3.5.1","157380","","","","0"
"2017","Ontario","2016A000235","65 years and over","Female","Very severe ","Percentage of persons","Percent","239","units ","0","v1035319005","8.6.3.5.2","31.7","","","","1"
"2017","Ontario","2016A000235","65 to 74 years","Total, both sexes","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035319006","8.7.1.1.1","441410","","","","0"
